id,timestamp,minutes,tag
36e401e5-d91b-42a5-a399-22574ac73ae1,2026-05-02T15:48:33.139987,60,KubeCraft
2a0f4ed4-d6a8-4a2e-b8f6-de3617aea917,2026-05-02T20:17:02.101675,30,YouTube
